track_id,track_names,artist_ids,artist_names,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_mins,time_signature
0ld2OXiCS9C2w3QfajCgL1,Oh Dream,3UAvToYg34zMlJWNNnK3co,Larry Poppins,2021-03-05,31,0.556,0.933,7,-9.903,1,0.183,0.36,0.0,0.236,0.209,139.928,1.03,4
3Sk4tRJ1Iwf47Hnm7q9ARr,Dream's Song,3UAvToYg34zMlJWNNnK3co,Larry Poppins,2021-03-09,32,0.849,0.393,5,-9.022,0,0.0708,0.209,0.818,0.11,0.733,125.005,2.16,4
6gF5RR0oKokwSZNTlPWQGk,Dream Speedrun Mix,55kFqCkq3PWt2vSacPf41Q,TypeHeat,2021-01-15,19,0.714,0.572,0,-12.104,0,0.0917,0.0149,0.901,0.187,0.716,168.922,1.39,4
39OJpBPls82k5siAyR3tlj,Technoblade,20WvhD0Wt5bslJbFLKNGcL,Mcd Sprite,2020-12-16,13,0.785,0.405,1,-6.589,1,0.0849,0.736,0.0,0.103,0.725,133.904,1.48,4
6qdBjYZ1FbkhWULivZCyoX,MegaWalls,1amWffp8N3JVSxoYyu76jh,Faster,2020-12-07,30,0.754,0.613,7,-11.236,1,0.198,0.0733,0.0,0.401,0.499,118.001,2.28,4
30InUGGR3q8UAOWWPRH1vU,Tommy!,4hALzk8nJkn6W6ftgC1qzI,Unknown,2020-12-30,28,0.682,0.632,0,-7.098,1,0.243,0.0479,0.0,0.94,0.25,149.085,3.22,4
53b3Hz5rUgCuOUXXPRlmKR,tommy's song,2OHDKuyg1IHfNtM1QsSdmg,spirental,2020-11-06,31,0.593,0.192,7,-19.484,1,0.0505,0.954,0.00013,0.132,0.72,159.876,2.3,3
2JYIAzEwodd19jrEVONZno,Fairly Bruh Parents,3eEJnQZUZcQDjJLkBiqQMd,reptilelegit,2019-09-09,50,0.788,0.777,2,-4.998,1,0.24,0.0494,0.0,0.23,0.431,97.605,2.05,4
6NCyJVsgvdw1IbzskDL200,Stalingrad,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,39,0.668,0.687,11,-5.804,0,0.345,0.206,0.0,0.33,0.366,146.689,1.97,4
0wjPb02w86wpWt0yWu1XYS,It's Over,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,39,0.807,0.461,0,-10.113,1,0.341,0.244,0.000195,0.133,0.719,90.09,2.8,4
3k8Y4K7F81XsmTTyqrI8MY,Andale,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,43,0.768,0.699,4,-10.578,0,0.156,0.0527,1.45e-06,0.319,0.492,100.068,2.48,4
03vufKffQQac9aofWC6Nn3,Still Beat,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,49,0.944,0.65,9,-8.238,0,0.0941,0.053,0.00108,0.278,0.607,104.018,3.19,4
7IpDKTVrhrmQ3xHCS8u7b5,Stingray,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,38,0.775,0.724,7,-6.417,0,0.209,0.313,0.0,0.0503,0.782,145.972,2.04,4
3ygRwY4YbbDqrEmhq6vxFY,Run It Up,6ybqXjbWYGQ7S7KAeUHT8o,Project Ryxn,2020-12-15,47,0.834,0.719,4,-5.829,1,0.237,0.0187,1.29e-05,0.0581,0.737,109.996,2.71,4
3OIhXb1pI9u4buezRsxNGF,World War 3,3F4bW4FpZXQrNETUFVq48Z,Lil Float,2020-08-26,0,0.916,0.24,5,-16.555,1,0.433,0.166,0.628,0.152,0.0868,127.615,1.59,4
0VcXAVXESpIHXYbcm7gjWP,Butterfly,58KjUhrAWtsyKhuBWCs6cY,Luna,2020-10-09,51,0.453,0.59,2,-8.214,1,0.212,0.0632,1.17e-06,0.101,0.442,83.901,1.61,4
4sNskoX2MC2usLcJ0rjxEm,Coochie and Gucci,7btVl9Odz38WZQU7HH9XF9,Yung Spinach Cumshot,2020-10-16,45,0.626,0.507,0,-10.034,0,0.435,0.294,0.0,0.106,0.613,83.12,2.39,4
0f7kXfwRWTXH7vjqjGJjOK,Mom Found the Jizz Rag,3F4bW4FpZXQrNETUFVq48Z,Lil Float,2020-08-26,0,0.769,0.602,1,-9.371,1,0.0695,0.0321,0.0,0.135,0.519,174.894,2.3,4
2wzpOdrSt0wIYxeDloaPME,Road Head,3F4bW4FpZXQrNETUFVq48Z,Lil Float,2020-10-02,0,0.864,0.417,1,-13.855,0,0.316,0.0362,0.0,0.0379,0.498,93.961,2.13,4
0u8UFihm5bq4EWkB2CXeMP,Taco Bell Bathroom Interlude,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,36,0.724,0.669,2,-6.98,1,0.241,0.0274,0.0,0.76,0.479,170.033,1.45,4
1fATheSKxkoVKl3cM42VOl,SMD,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,43,0.891,0.588,1,-8.289,1,0.212,0.272,0.000137,0.0378,0.433,101.995,2.2,4
3CyzNtLeYjRoINQiqV2ltg,Jungle,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,51,0.704,0.502,9,-10.632,1,0.4,0.206,2.68e-06,0.0926,0.481,129.4,3.25,5
46vaeMtLJMnHvtj9NFVkFo,Giveaway,1N0KJdSk22dqs8aUXW0HP2,Mome Boys,2020-11-13,47,0.781,0.715,7,-7.292,1,0.302,0.0305,4.87e-05,0.116,0.513,155.019,1.88,4
4CQoS82spiysJzfyQ8kNOO,Gucci Belt,3eZPsIuruBfwMDD4JhTqqE,Soup,2018-07-13,49,0.66,0.516,7,-8.662,1,0.417,0.395,0.0,0.304,0.487,73.451,2.46,4
1JyIx9HQtlLbu5B6fckkbp,Bruh Moment,4gJ4W3vOTBO6VqOM0MtN2H,Yung Nugget,2019-08-23,0,0.88,0.523,8,-8.893,0,0.847,0.273,0.0,0.231,0.363,145.926,2.19,4
5Cax3xGAakyANy1tFZZ5Yv,Thick Niggas and Anime Tiddies,4o3KrdNrP5TODhuOesqHfR,Dbangz,2017-08-12,70,0.904,0.454,1,-9.234,1,0.452,0.199,0.0,0.104,0.736,135.942,1.51,4
1ThmUihH9dF8EV08ku5AXN,Faucet Failure,2rhFzFmezpnW82MNqEKVry,Ski Mask The Slump God,2018-11-30,78,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,2.43,4
368hMk29q0OhJuRjWL44Fm,u U U U u U did i mfken stutter?,55kM6YHZNtzPFa6veTc2Zf,swimcoach,2018-08-03,51,0.878,0.414,8,-11.881,1,0.663,0.0139,4.11e-06,0.0935,0.139,154.831,1.89,4
4FeiSMOmvhM88RhCqvqZmU,Wake Up In The Sky,3OQAZbfBVV3lDWGLbuHpRM,Lil Heavy Chainz,2018-01-01,41,0.697,0.708,4,-5.081,0,0.0438,0.00781,0.0,0.346,0.173,143.049,3.54,4
3vK9F3NrnsmK6W60KtpE1O,I Got Murder on My Mind,5NtHj31W5ApK6xZtnco9o0,JW Velly,2019-03-06,43,0.893,0.605,0,-8.98,0,0.0926,0.0995,0.0,0.287,0.77,115.012,4.45,4
5m858NEhJQx0f8IdfGqdO9,Ransom,3OQAZbfBVV3lDWGLbuHpRM,Lil Heavy Chainz,2019-08-06,41,0.825,0.728,2,-6.08,0,0.0991,0.0677,0.0,0.094,0.295,120.049,2.13,5
2gZTS8OYOUmoaQCVsCiQfh,Panini,49xe3YDDMLYwjxUzDY5tho,Lil Glory,2019-01-01,24,0.741,0.683,5,-6.603,0,0.0647,0.141,0.0,0.146,0.526,77.006,1.92,4
5UdH2zBbL39AUwoCKenFks,Truth Hurts,7pXjddwIozJ5kVJAsU59lX,Nala Williams,2019-01-01,20,0.604,0.61,7,-5.39,1,0.0481,0.355,0.0,0.143,0.403,157.154,2.94,4
37MZmsp4vFhc4CJnGZ9v8F,Good as Hell,3Z9soM73CgnZuXI8miMrrd,Sarah Walsh,2019-01-01,23,0.701,0.844,5,-5.116,0,0.0784,0.175,0.0,0.17,0.458,95.989,2.61,4
0FY5jcn0sHDzHCmcibWUTc,Don't Show Up Don't Come Out,2QJptU1vtIdk7WQIuylCjs,Charlotte Reed,2020-01-17,33,0.757,0.557,11,-6.41,0,0.049,0.0261,0.00109,0.229,0.569,123.975,3.04,4
7huazzo3nPvw69DxNpmIus,Say So,3IlYZvyE7ddq0lw8BpkEny,Don Blaine,2020-09-09,17,0.822,0.759,2,-4.28,1,0.0452,0.111,0.0,0.285,0.768,111.029,3.34,4
6ENVbvgpeMdyE3co38VL6O,Supalonely,3IlYZvyE7ddq0lw8BpkEny,Don Blaine,2020-09-09,19,0.831,0.715,7,-5.836,1,0.0402,0.0679,1.07e-05,0.202,0.891,129.011,3.68,4
3szbGTDqwgOOhPFRkQQ17l,Blinding Lights,3IlYZvyE7ddq0lw8BpkEny,Don Blaine,2020-09-09,20,0.566,0.637,5,-6.264,0,0.0398,0.000863,0.0,0.0996,0.366,85.467,3.28,4
4Lbk9Il0hzfeeVBEDKVoxR,Party Girl,6uu3vBg0IOCVYrZ2CY5ZLj,Lil Skeet,2020-06-03,32,0.747,0.454,6,-10.399,0,0.0385,0.709,0.0,0.0569,0.847,129.98,2.48,4
3n8porEk6OKQM5RVKgMDps,Renegade TikTok,6ZO2HoKtVCYmUNxzAVsnc6,Lil Massive,2021-03-10,38,0.901,0.594,1,-6.889,1,0.195,0.00996,1.08e-05,0.0774,0.592,149.018,2.86,4
0Y3I3Oghc0qHg8PHmPTYUC,The Box,2pvQYuwHc4qm15qdg2cE1Q,Royal Da Rapper,2021-03-03,21,0.725,0.759,10,-4.943,0,0.0426,0.0908,0.0,0.705,0.495,116.902,3.32,4
52N1yzQvoJHjxUzIsm8C51,TOES,5yADlIdloBV4qtiQHNn0eT,Lil Deal,2020-04-26,13,0.612,0.673,10,-5.716,0,0.152,0.111,0.0084,0.291,0.495,160.311,2.24,4
6xRlqDEywwvWSX07tZ3ZyG,After Party,6uu3vBg0IOCVYrZ2CY5ZLj,Lil Skeet,2021-03-26,23,0.673,0.757,7,-5.825,1,0.0532,0.0159,0.0,0.475,0.486,163.003,2.85,4
5LfgwShyFFv00qLpMULyyn,After Party,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2020-11-10,9,0.68,0.705,4,-6.499,0,0.0525,0.0206,0.0,0.152,0.893,81.476,2.56,4
1JBR1IzRyvaIrzqxwudGaA,My Oh My,0RZrhaUx177ophbOvxwFBO,Melanie Clark,2020-04-11,9,0.517,0.474,8,-7.253,1,0.0446,0.0193,0.00211,0.113,0.454,104.696,2.85,4
0pbibp8Oi3lrhJMiJtUVp6,Yummy,3IlYZvyE7ddq0lw8BpkEny,Don Blaine,2020-09-09,17,0.615,0.617,9,-5.919,0,0.0585,0.202,0.0,0.132,0.511,145.953,3.48,4
6lBAIagEKh8SChgSJK9U2A,TikTok Mashup,6nhCyRaLGVfcDzXMbBANCz,Take Us To Vegas,2012-05-18,21,0.58,0.826,3,-10.349,0,0.0616,0.000969,6.92e-06,0.929,0.545,129.751,4.0,4
4mYkVhbtINt4e2BABJ4eUb,I've Been Lonely (TikTok Dance),2VKPAleFIMJop2TYK2r5qt,Remix Kingz,2020-04-14,16,0.877,0.577,2,-7.523,1,0.11,0.0892,0.0,0.163,0.755,128.956,3.5,4
5a7bTaWiIrg58EBthwk5ky,Sunday Best,7qDiJfSZ3jm3vRN37nJdkZ,DJ Challenge X,2020-11-16,8,0.749,0.68,2,-7.138,0,0.0375,0.239,0.0,0.34,0.858,111.842,2.31,4
58tMKmqJ8jgISyiIZ0Yxxx,Say So (EDM Remix) [TikTok Dance],2VKPAleFIMJop2TYK2r5qt,Remix Kingz,2020-03-05,25,0.856,0.692,9,-6.135,1,0.0371,0.002,0.37,0.12,0.614,122.995,2.94,4
6aw3mDepDAzdxHhPOHSMro,Yummy (Dance Remix) [TikTok Challenge],2VKPAleFIMJop2TYK2r5qt,Remix Kingz,2020-03-10,16,0.72,0.878,1,-3.203,1,0.0363,0.0147,0.0527,0.216,0.392,128.031,2.34,4
36MOpBIJ9BHhqsYd6fOLNJ,Yummy (Remix),0U3En1GeFW2y78OeQxCfWl,Aaron Marz,2020-03-06,20,0.682,0.812,9,-4.016,0,0.0429,0.0173,1.31e-05,0.232,0.319,100.008,1.91,4
2qF4Tdnr1D5pvxAuPJktTR,Yummy (Remix),0Qgkq6NFpku5ud0itbMYpw,iSH,2020-02-09,19,0.585,0.749,0,-7.463,1,0.0425,0.096,0.000232,0.0856,0.334,145.882,2.96,4
0xlO6GKMJJbqoeUoxH1iXB,Yummy,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2020-01-07,5,0.891,0.758,0,-5.295,1,0.293,0.0369,0.0,0.0619,0.727,149.908,1.87,4
4BOOaufBuNq4GKm75HOdEn,Birthday,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2019-12-29,14,0.821,0.709,1,-10.852,1,0.0473,0.000348,0.939,0.32,0.49,140.031,2.52,4
2zmLSAKWnC3myubNNyB2Y3,You Got It - Dj Taj Remix,4jxohej6vGnWYJYA5CNXhV,DJ Diamond Kuts,2020-03-20,14,0.773,0.677,11,-12.516,0,0.056,0.0369,3.91e-05,0.0643,0.418,139.924,2.8,4
7sIzSLGS1Mkmj4Af0PQvMx,Go Stupid Challenge - Deluxe,7ngMzrzt1vmQdADk4OgpIF,Reek Ona Beat,2018-01-01,0,0.759,0.586,1,-10.428,1,0.0684,0.0322,0.869,0.0968,0.513,159.991,1.48,4
41IPCOsh1uIdByDwQSldIe,You Make Dat (Make Dat Bounce),0AOQA2wqYH63DX3z8w8RWU,YKaY,2019-12-09,12,0.964,0.738,1,-5.111,1,0.135,0.000122,0.0299,0.115,0.346,139.986,3.26,4
1TDaJdffDuZo7jVOpWkgg1,I Wanna Rock (Jersey Club),6GrHfxMFCXCdIhN9DrAxjK,DJ Smallz 732,2017-01-01,16,0.957,0.917,10,-5.12,1,0.326,0.0289,0.886,0.0851,0.913,139.972,1.83,4
3LGAo5WuCHhUA7bt6boBsy,Back It Up,0IYk6BQrE0HkCOkdITNEUi,DJ LILMAN,2016-10-31,29,0.796,0.966,1,-3.581,1,0.0476,0.0144,0.124,0.185,0.295,138.018,2.61,4
66HmFXiagWQtiJ10t5oY7e,Murder She Wrote (Jersey Club),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-03-14,33,0.837,0.659,10,-10.754,0,0.0557,0.0654,0.91,0.055,0.281,139.964,1.43,4
3Ah4aFVLawZuzC5yrjH3g3,24k Magic (Jersey Club),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-10-10,30,0.932,0.8,5,-8.378,0,0.528,0.0265,0.00576,0.173,0.83,139.993,1.83,4
4yqbupTW448JwKzCzNt88R,Side to Side (Jersey Club),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-11-15,29,0.941,0.846,6,-2.246,0,0.279,0.297,2.23e-05,0.0472,0.968,140.003,2.06,4
4XWqY9Xxxatm15wB39AwHc,Nice for What,0IYk6BQrE0HkCOkdITNEUi,DJ LILMAN,2018-04-08,19,0.923,0.921,10,-5.493,0,0.162,0.0051,0.00499,0.836,0.81,139.998,2.29,4
2tXaMkrxw8PVrxJmhw4tnO,Chun-Li,0IYk6BQrE0HkCOkdITNEUi,DJ LILMAN,2018-04-30,16,0.932,0.938,8,-5.979,0,0.0791,0.189,0.483,0.0742,0.34,139.947,1.83,4
1BAwijk1IVPmxq4eJah0TQ,Bartier Bardi - Jersey Club Remix,2R1eaUL6px3ayM1FT776ki,Mvntana,2018-02-21,0,0.885,0.512,1,-11.017,1,0.261,0.00671,0.0106,0.0538,0.225,77.478,2.19,4
7K3loYwZAMjzOdL2lY8VZp,Plain Jane (Ride With the Mob),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2018-02-01,12,0.887,0.943,9,-4.479,1,0.0443,0.0552,0.00298,0.29,0.364,136.016,1.44,4
0w3Gf4J9ZOFrbtcUWaym4n,Gucci Gang (Jersey Club),6GrHfxMFCXCdIhN9DrAxjK,DJ Smallz 732,2017-11-28,14,0.95,0.904,1,-5.635,0,0.0539,0.000521,0.000667,0.111,0.616,139.97,2.09,4
02xwG7Tf0TOZ5XiFN09i1v,Bodak Yellow (Jersey Club),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2017-08-06,7,0.861,0.992,6,-1.896,0,0.0973,0.0168,8.19e-06,0.202,0.854,139.974,2.06,4
5BDZ6FZO9UI4xisZxe1dC8,Swag Surfin' Challenge,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2017-08-01,6,0.789,0.876,1,-5.149,0,0.26,0.0138,0.0052,0.133,0.748,147.963,1.76,4
5mO1Vs4hIJouBU1PfrYRqb,Bangin' on the Sofa,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2017-03-17,11,0.812,0.729,7,-7.175,1,0.224,0.0217,0.0,0.322,0.825,140.05,2.14,4
3Ww9G0tKUg5hMMeqsAGz5S,Elastic Heart (Jersey Club),5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2017-05-24,10,0.915,0.679,6,-6.68,0,0.181,0.125,0.0386,0.127,0.418,140.008,2.29,4
2Zk1727EP6wYTFwoCkJcQq,Make It Bounce,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-03-14,17,0.912,0.436,1,-12.266,1,0.107,0.111,0.262,0.104,0.409,133.992,1.67,4
3jGxnOUdkfCWW4BaGexb1U,Work (Jersey Club) [feat. DJ Bake],5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-03-14,13,0.923,0.721,1,-7.355,1,0.427,0.0441,0.00262,0.0825,0.395,147.992,2.81,4
385k7F2l6lifzdSGfo23xD,Pony Jump On It,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-01-17,9,0.911,0.821,11,-7.071,0,0.0793,0.000254,0.127,0.158,0.651,140.0,2.35,4
12EliWg4uPhVHWP5F9qFXy,All I Think About Is You,5zvOGQ4uW2viBHMmkyl3C2,Kyle Edwards,2016-01-17,13,0.876,0.561,2,-11.342,0,0.255,0.0674,0.000455,0.085,0.37,140.019,1.71,4
3Nv6vh2gfKbl8fCiKBtPVb,Can You Back It Up (feat. Kyle Edwards),1pwvByMN5SdSJoj8gWXyZE,DJ Bake,2015-09-22,11,0.921,0.634,8,-8.262,0,0.337,0.557,0.00233,0.113,0.756,145.914,1.86,4
1FQ8hF6hOLaTfAK4lj6Jp0,Beat It Up Challenge (TWERK2K16),1pwvByMN5SdSJoj8gWXyZE,DJ Bake,2016-11-24,6,0.906,0.891,8,-6.09,1,0.486,0.0416,3.46e-06,0.0582,0.511,150.003,1.92,4
2St8HeG23Nzp4NYaWTNtuM,THOT!,5TbLOwv8BNnik3f03NZJlt,TOKYO’S REVENGE,2019-11-08,65,0.946,0.592,8,-7.908,1,0.23,0.0178,3.22e-06,0.46,0.418,100.023,2.66,4
2aV5ZEAvHwvL332EsJ1gWc,DROPPED OUTTA COLLEGE,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2019-11-22,56,0.911,0.379,0,-7.823,1,0.412,0.0107,1.69e-06,0.15,0.191,120.044,2.13,4
6eS0wBVWhhFmT1ufmMMh2G,VALENTINO (feat. Lil Tjay) - Remix,6fWVd57NKTalqvmjRd2t8Z,24kGoldn,2019-11-22,48,0.744,0.557,9,-9.552,0,0.23,0.143,0.0,0.138,0.66,151.052,3.32,4
5PLe67zeDKnMamxEZi9LrA,Fly N Ghetto,27mFvqQj8KpjmdKIqcw1mG,Ayo & Teo,2019-12-06,74,0.907,0.59,7,-6.941,0,0.115,0.359,3.47e-05,0.107,0.407,99.982,2.48,4
3OoVT28TKjP3DPs38iw1lc,Tonight,1jI6Lncil6puawskGzO101,Brayke,2019-11-07,37,0.77,0.515,10,-9.949,0,0.0488,0.26,4.31e-05,0.107,0.789,155.975,2.67,4
2rDg3Zhi2cL5akrVkmxZsg,Ykowyk,1jI6Lncil6puawskGzO101,Brayke,2019-07-15,34,0.872,0.688,7,-8.103,0,0.202,0.0973,0.000654,0.0928,0.517,90.975,2.48,4
1m9bpftxaQjztVSTSwnL2q,Hezemovement,2elWxDfn6uP4408vVPIqY1,Heze,2019-01-25,28,0.478,0.601,5,-6.558,0,0.187,0.0123,0.0,0.124,0.348,104.415,3.1,3
0rsHowMvnFtH6GAB8U8PVG,Blue Bills,2wyXWkM2LA7UZIOopa7RM8,F$O Dinero,2018-12-14,39,0.913,0.453,5,-8.759,0,0.103,0.117,0.0,0.362,0.643,128.004,3.88,4
4nZPglLs2fEvrIVTZpKasy,Thirty8,3U6QnM9NTNaBkuPAQmINy2,Robnhood Tra,2019-10-18,35,0.947,0.646,11,-6.682,0,0.302,0.168,0.0,0.192,0.899,114.997,3.13,4
6QdMIWjW9swyKM1ix2bD2K,tOlD mE (feat. Lil Yachty),0d0wL41ZqFutUwco4uO1dH,Co Cash,2019-04-26,42,0.967,0.689,8,-5.949,0,0.316,0.0199,0.0,0.0801,0.627,118.035,3.62,4
6Vs3jpWj4mmq2pU7yXE7W4,GoLdEn TicKeT,0d0wL41ZqFutUwco4uO1dH,Co Cash,2019-04-26,27,0.836,0.557,10,-5.764,0,0.148,0.00596,0.00026,0.144,0.547,150.0,2.59,4
6ErLpjdU0AOAhK2jjnCBjo,Dance (feat. Key Glock & NLE Choppa),1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,2019-05-03,2,0.514,0.438,11,-12.552,0,0.335,0.175,0.0,0.0935,0.333,86.129,3.74,5
3ZrE3HmmPCAaPY8soqiSk4,Fireworks,1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,2019-05-03,2,0.868,0.52,11,-10.675,0,0.217,0.173,0.0,0.112,0.223,132.044,2.36,4
6sM8TCoQBttn5G0Reob5Vs,Slang Dope,1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,2019-05-03,0,0.908,0.745,9,-9.301,0,0.315,0.469,0.0194,0.137,0.862,134.999,2.13,4
7qY9GZdY7Vg9lsns2RFPmz,Screaming Slatt (feat. Young Thug),1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,2019-05-03,1,0.859,0.648,5,-6.574,0,0.28,0.146,0.0,0.144,0.517,134.983,3.09,4
5JwBNIoZ4wi46IICCCYjwR,Millions (feat. Gucci Mane & Hoodrich Pablo Juan),5LXsuGg5SkeZgdrMdCH41B,Z Money,2019-05-10,0,0.807,0.534,8,-10.791,0,0.299,0.244,0.0,0.192,0.282,136.974,4.41,4
4zeGrwY3ZAqtQsdNgVE6df,Old Heads And Regretful Hoes (feat. Lil Pump),15iVAtD3s3FsQR4w1v6M0P,Chief Keef,2019-03-15,33,0.95,0.633,5,-6.218,0,0.331,0.275,0.0,0.101,0.509,134.066,3.57,4
2R4pL9utLGlNGblBAODpwD,Cease & Alamo (feat. Quavo & Takeoff),1mceaxtjWdEmwoDVAlkC41,Zaytoven,2019-03-08,24,0.898,0.64,1,-6.139,1,0.341,0.297,0.0,0.136,0.795,150.992,3.82,4
2lGDmo1tAiPDUtJrbHkueP,Shoebox (feat. NAV),1ZLO8d7zll1WeQJUHaxQer,HoodRich Pablo Juan,2019-05-03,1,0.856,0.526,10,-9.636,0,0.278,0.246,0.0,0.0799,0.689,119.957,3.73,4
0rfZymTfgeh95JdocCIyNg,Big Sticks,4yTmEo2clwWq2jwelvqgVv,Fredo Bang,2019-04-19,35,0.846,0.723,8,-5.579,1,0.38,0.28,0.0,0.0984,0.486,139.937,3.38,4
0Vic0xYJQv9sU1mS7gqwHp,Bang Bang (feat. YoungBoy Never Broke Again),1DvtabXAjfrMihPP6JQdHs,Shy Glizzy,2019-04-19,33,0.841,0.64,1,-4.57,0,0.1,0.0476,0.0,0.117,0.466,145.073,3.26,4
1LebPkaIlDI0H4FaSnfEtL,Whatchu Need,5UCr8R5dQeKQg6EcAYeC4T,BenDaDonnn,2019-10-19,16,0.866,0.723,1,-6.36,1,0.33,0.0402,0.0,0.649,0.819,134.04,2.25,4
6imJirotkQOGVBi7RZgWNh,Hahaha (feat. Key Glock),2VdDGrsKkzCfR9AG6w5O92,Blacc Zacc,2019-07-19,24,0.898,0.685,2,-4.594,1,0.307,0.306,0.0,0.129,0.624,143.007,3.37,4
1urpZ07FiH8jtkHuXp3mQD,Too Many,7sSJgU0CwdNsE6CShqPQP5,Blake,2019-03-29,31,0.859,0.66,7,-5.116,1,0.134,0.0403,0.000519,0.109,0.309,124.96,3.13,4
66bTZGhreEfonDPRlwyGTD,Blood Diamonds,23mJPosA4Qmp8kc6IlWalb,24Heavy,2019-01-25,35,0.593,0.581,6,-7.723,0,0.361,0.0571,0.0,0.0977,0.253,88.003,4.08,4
35h2GUKQEgOHPKiREdX6Nb,HIBACHI (feat. Lil Baby),6xl2SrZDzQSJUYU9M1qkqL,Cuz Lightyear,2018-11-30,0,0.841,0.787,10,-5.646,0,0.204,0.0745,0.0,0.0849,0.647,139.952,2.91,4
1mMLN2aOuIeeDk707pZplJ,"Hmmm (TM88, Southside feat. Lil Yachty & Valee)",5RMUeKq0dZxg9RHE1f0B9P,Tm88,2018-12-10,31,0.642,0.603,1,-6.976,1,0.389,0.0167,1.54e-05,0.144,0.6,86.635,3.21,5
7jaPJldJ7amlKwB9Lib6o0,Lurkin,0IBDUrXqsJZAAnipcupIRc,83 Babies,2019-01-22,33,0.835,0.505,0,-7.35,1,0.18,0.214,0.0,0.162,0.307,140.102,2.88,4
4ZEQn8A2wbHR1s5979mTPC,Cable Guy (feat. Jay Critch),2tMOCIpxj6jwM9e6pmwGiP,KEY!,2018-11-08,30,0.966,0.706,6,-6.179,0,0.219,0.0206,0.0,0.0684,0.537,122.055,2.13,4
7otz0Bo4orUxz1a0CQSofH,About U (feat. DRAM),4hRL2QmahOYxXNmNKtG1AI,Valee,2018-12-21,40,0.805,0.573,1,-6.368,1,0.247,0.0739,0.0,0.0868,0.765,82.52,3.83,4
1OMbS4N8cpc84T185nVkfC,Fifty Ball (feat. Moneybagg Yo & Smokepurpp),4isewEHTP7Az2QheDdBQ6J,24hrs,2018-11-16,26,0.789,0.656,6,-3.484,1,0.108,0.0304,0.0,0.115,0.443,143.992,3.94,4
2q0LproHirKhmrcaf7VO0l,Double Up (feat. Rich The Kid),5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2018-12-14,39,0.878,0.486,2,-7.923,0,0.31,0.0495,0.0,0.107,0.522,142.076,3.19,4
4n7CWEwDdAtrM8OUV9i2kY,Pull Up,5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2018-12-14,26,0.73,0.581,1,-5.982,1,0.105,0.0278,0.0,0.107,0.481,163.024,2.96,4
2wBnJEEEpCXvLRD8WE8qjD,By the Scale,1C5vXvYnmVVTKw4GVCKGzM,Derez De’Shon,2018-12-14,26,0.605,0.605,2,-5.644,1,0.0812,0.121,0.0,0.104,0.0694,137.899,3.22,4
6c4GHUYS2PiiZ02M2Qil2q,Oct. 24th,5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2018-12-14,31,0.612,0.635,8,-6.42,1,0.0597,0.129,0.0,0.256,0.187,106.673,3.05,5
1Ez47kYXPPxupklgKwNcHK,Think I Lost It,5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2018-11-09,25,0.734,0.648,8,-4.18,1,0.0773,0.397,0.0,0.114,0.489,162.036,2.38,4
6ZH1pMkqGuucsdv9mzGAHF,Do That (feat. Blac Youngsta),5Berubt6ysOy2LCMyqhmXP,YFN Lucci,2018-11-09,20,0.675,0.803,2,-5.632,1,0.0429,0.000938,0.0,0.221,0.56,160.167,3.11,4
